"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","GGNLEND","TOT","PC_GDP","A","2000",0.801932642402914,
"USA","GGNLEND","TOT","PC_GDP","A","2001",-1.36572588662738,
"USA","GGNLEND","TOT","PC_GDP","A","2002",-4.73026953097031,
"USA","GGNLEND","TOT","PC_GDP","A","2003",-5.87898011149655,
"USA","GGNLEND","TOT","PC_GDP","A","2004",-5.43731906207515,
"USA","GGNLEND","TOT","PC_GDP","A","2005",-4.1504381564117,
"USA","GGNLEND","TOT","PC_GDP","A","2006",-2.97076592997865,
"USA","GGNLEND","TOT","PC_GDP","A","2007",-3.54749929805524,
"USA","GGNLEND","TOT","PC_GDP","A","2008",-7.02011239941456,
"USA","GGNLEND","TOT","PC_GDP","A","2009",-12.6738406181012,
"USA","GGNLEND","TOT","PC_GDP","A","2010",-12.0130400393682,
"USA","GGNLEND","TOT","PC_GDP","A","2011",-10.6112118333339,
"USA","GGNLEND","TOT","PC_GDP","A","2012",-8.8561896281574,
"USA","GGNLEND","TOT","PC_GDP","A","2013",-5.3558223617422,
"USA","GGNLEND","TOT","PC_GDP","A","2014",-4.77680558474774,
"USA","GGNLEND","TOT","PC_GDP","A","2015",-4.22279166262433,
"USA","GGNLEND","TOT","PC_GDP","A","2016",-4.9395593701299,
"CHL","GGNLEND","TOT","PC_GDP","A","2003",-0.189104524142558,
"CHL","GGNLEND","TOT","PC_GDP","A","2004",2.76924205546272,
"CHL","GGNLEND","TOT","PC_GDP","A","2005",5.02306771065965,
"CHL","GGNLEND","TOT","PC_GDP","A","2006",7.38366980592907,
"CHL","GGNLEND","TOT","PC_GDP","A","2007",7.73915779556731,
"CHL","GGNLEND","TOT","PC_GDP","A","2008",4.66751101735819,
"CHL","GGNLEND","TOT","PC_GDP","A","2009",-4.04397595174881,
"CHL","GGNLEND","TOT","PC_GDP","A","2010",-0.169286702478715,
"CHL","GGNLEND","TOT","PC_GDP","A","2011",1.28514863105417,
"CHL","GGNLEND","TOT","PC_GDP","A","2012",0.542586918313817,
"CHL","GGNLEND","TOT","PC_GDP","A","2013",-0.715271234060724,
"CHL","GGNLEND","TOT","PC_GDP","A","2014",-1.66624221423633,
"CHL","GGNLEND","TOT","PC_GDP","A","2015",-2.2526230023595,
"CHN","GGNLEND","TOT","PC_GDP","A","2000",-7.8003381327549,
"CHN","GGNLEND","TOT","PC_GDP","A","2001",-6.90731056459533,
"CHN","GGNLEND","TOT","PC_GDP","A","2002",-4.63650971241421,
"CHN","GGNLEND","TOT","PC_GDP","A","2003",-3.70129883833036,
"CHN","GGNLEND","TOT","PC_GDP","A","2004",-0.908081158594999,
"CHN","GGNLEND","TOT","PC_GDP","A","2005",-0.474570371703016,
"CHN","GGNLEND","TOT","PC_GDP","A","2006",0.822007189532446,
"CHN","GGNLEND","TOT","PC_GDP","A","2007",2.94232069323179,
"CHN","GGNLEND","TOT","PC_GDP","A","2008",1.2643954261381,
"CHN","GGNLEND","TOT","PC_GDP","A","2009",0.134916967926418,
"CHN","GGNLEND","TOT","PC_GDP","A","2010",1.47560599124069,
"CHN","GGNLEND","TOT","PC_GDP","A","2011",1.53473559207176,
"CHN","GGNLEND","TOT","PC_GDP","A","2012",1.26676028568191,
"CHN","GGNLEND","TOT","PC_GDP","A","2013",0.755234307870275,
"CHN","GGNLEND","TOT","PC_GDP","A","2014",0.844175320418579,
"CHN","GGNLEND","TOT","PC_GDP","A","2015",-0.876593668251506,
"EST","GGNLEND","TOT","PC_GDP","A","2000",-0.06806280329879,
"EST","GGNLEND","TOT","PC_GDP","A","2001",0.199244093709858,
"EST","GGNLEND","TOT","PC_GDP","A","2002",0.420641471297356,
"EST","GGNLEND","TOT","PC_GDP","A","2003",1.80275849377989,
"EST","GGNLEND","TOT","PC_GDP","A","2004",2.38883594671711,
"EST","GGNLEND","TOT","PC_GDP","A","2005",1.12321683334257,
"EST","GGNLEND","TOT","PC_GDP","A","2006",2.9064380968806,
"EST","GGNLEND","TOT","PC_GDP","A","2007",2.71691004380399,
"EST","GGNLEND","TOT","PC_GDP","A","2008",-2.66630008471254,
"EST","GGNLEND","TOT","PC_GDP","A","2009",-2.18367712027096,
"EST","GGNLEND","TOT","PC_GDP","A","2010",0.187544170984129,
"EST","GGNLEND","TOT","PC_GDP","A","2011",1.15853277266027,
"EST","GGNLEND","TOT","PC_GDP","A","2012",-0.257598424496812,
"EST","GGNLEND","TOT","PC_GDP","A","2013",-0.170079905388246,
"EST","GGNLEND","TOT","PC_GDP","A","2014",0.67792137569067,
"EST","GGNLEND","TOT","PC_GDP","A","2015",0.070278216716298,
"EST","GGNLEND","TOT","PC_GDP","A","2016",-0.290070924853179,
"EST","GGNLEND","TOT","PC_GDP","A","2017",-0.287362578085238,
"ISR","GGNLEND","TOT","PC_GDP","A","2000",-3.2272935707983,
"ISR","GGNLEND","TOT","PC_GDP","A","2001",-5.61409426205385,
"ISR","GGNLEND","TOT","PC_GDP","A","2002",-6.78368778578122,
"ISR","GGNLEND","TOT","PC_GDP","A","2003",-7.6440215357218,
"ISR","GGNLEND","TOT","PC_GDP","A","2004",-5.18959185180806,
"ISR","GGNLEND","TOT","PC_GDP","A","2005",-4.05750923777687,
"ISR","GGNLEND","TOT","PC_GDP","A","2006",-1.73476202053153,
"ISR","GGNLEND","TOT","PC_GDP","A","2007",-0.6802742430758,
"ISR","GGNLEND","TOT","PC_GDP","A","2008",-2.76957587725089,
"ISR","GGNLEND","TOT","PC_GDP","A","2009",-5.66276873455405,
"ISR","GGNLEND","TOT","PC_GDP","A","2010",-3.67979045419138,
"ISR","GGNLEND","TOT","PC_GDP","A","2011",-2.9308205695896,
"ISR","GGNLEND","TOT","PC_GDP","A","2012",-4.79144889124121,
"ISR","GGNLEND","TOT","PC_GDP","A","2013",-4.13814393715519,
"ISR","GGNLEND","TOT","PC_GDP","A","2014",-3.34721914875003,
"ISR","GGNLEND","TOT","PC_GDP","A","2015",-2.10688362858394,
"ISR","GGNLEND","TOT","PC_GDP","A","2016",-2.11106442276731,
"RUS","GGNLEND","TOT","PC_GDP","A","2011",3.15429606048918,
"RUS","GGNLEND","TOT","PC_GDP","A","2012",1.95371780543412,
"RUS","GGNLEND","TOT","PC_GDP","A","2013",-0.194973194993958,
"RUS","GGNLEND","TOT","PC_GDP","A","2014",-2.33047385425279,
"RUS","GGNLEND","TOT","PC_GDP","A","2015",-1.46793794486706,
"SVN","GGNLEND","TOT","PC_GDP","A","2000",-3.6395670482816,
"SVN","GGNLEND","TOT","PC_GDP","A","2001",-3.88272115452287,
"SVN","GGNLEND","TOT","PC_GDP","A","2002",-2.40343038615522,
"SVN","GGNLEND","TOT","PC_GDP","A","2003",-2.61868076233875,
"SVN","GGNLEND","TOT","PC_GDP","A","2004",-1.96478850423284,
"SVN","GGNLEND","TOT","PC_GDP","A","2005",-1.33289529627464,
"SVN","GGNLEND","TOT","PC_GDP","A","2006",-1.20432707717169,
"SVN","GGNLEND","TOT","PC_GDP","A","2007",-0.081075104367393,
"SVN","GGNLEND","TOT","PC_GDP","A","2008",-1.4131572702247,
"SVN","GGNLEND","TOT","PC_GDP","A","2009",-5.8406187236834,
"SVN","GGNLEND","TOT","PC_GDP","A","2010",-5.63490481055454,
"SVN","GGNLEND","TOT","PC_GDP","A","2011",-6.67191547850203,
"SVN","GGNLEND","TOT","PC_GDP","A","2012",-4.04356460555443,
"SVN","GGNLEND","TOT","PC_GDP","A","2013",-14.6786074075451,
"SVN","GGNLEND","TOT","PC_GDP","A","2014",-5.51518465244199,
"SVN","GGNLEND","TOT","PC_GDP","A","2015",-2.85552589945866,
"SVN","GGNLEND","TOT","PC_GDP","A","2016",-1.9317809495406,
"SVN","GGNLEND","TOT","PC_GDP","A","2017",0.030985672597581,
"ZAF","GGNLEND","TOT","PC_GDP","A","2008",-1.73786007379289,
"ZAF","GGNLEND","TOT","PC_GDP","A","2009",-3.85420450879439,
"ZAF","GGNLEND","TOT","PC_GDP","A","2010",-3.14089294097961,
"ZAF","GGNLEND","TOT","PC_GDP","A","2011",-2.95602167052012,
"ZAF","GGNLEND","TOT","PC_GDP","A","2012",-3.18680822704388,
"ZAF","GGNLEND","TOT","PC_GDP","A","2013",-3.27194125284142,
"ZAF","GGNLEND","TOT","PC_GDP","A","2014",-4.06330606195009,
"EA","GGNLEND","TOT","PC_GDP","A","2000",-0.272346287666209,
"EA","GGNLEND","TOT","PC_GDP","A","2001",-2.02823532861069,
"EA","GGNLEND","TOT","PC_GDP","A","2002",-2.71691187687699,
"EA","GGNLEND","TOT","PC_GDP","A","2003",-3.19147198317104,
"EA","GGNLEND","TOT","PC_GDP","A","2004",-2.95670751649148,
"EA","GGNLEND","TOT","PC_GDP","A","2005",-2.59110339231423,
"EA","GGNLEND","TOT","PC_GDP","A","2006",-1.48827381886465,
"EA","GGNLEND","TOT","PC_GDP","A","2007",-0.646511479519248,
"EA","GGNLEND","TOT","PC_GDP","A","2008",-2.16020167164603,
"EA","GGNLEND","TOT","PC_GDP","A","2009",-6.25907021462347,
"EA","GGNLEND","TOT","PC_GDP","A","2010",-6.1740192940061,
"EA","GGNLEND","TOT","PC_GDP","A","2011",-4.22186696183871,
"EA","GGNLEND","TOT","PC_GDP","A","2012",-3.64042931540077,
"EA","GGNLEND","TOT","PC_GDP","A","2013",-3.01199471728132,
"EA","GGNLEND","TOT","PC_GDP","A","2014",-2.57331311995365,
"EA","GGNLEND","TOT","PC_GDP","A","2015",-2.06606866427353,"E"
"EA","GGNLEND","TOT","PC_GDP","A","2016",-1.54541663438923,"E"
"EU","GGNLEND","TOT","PC_GDP","A","2001",-1.55599507503386,
"EU","GGNLEND","TOT","PC_GDP","A","2002",-2.58925424262317,
"EU","GGNLEND","TOT","PC_GDP","A","2003",-3.18402934404848,
"EU","GGNLEND","TOT","PC_GDP","A","2004",-2.84439896951672,
"EU","GGNLEND","TOT","PC_GDP","A","2005",-2.50477111417234,
"EU","GGNLEND","TOT","PC_GDP","A","2006",-1.61164098421643,
"EU","GGNLEND","TOT","PC_GDP","A","2007",-0.868616380173845,
"EU","GGNLEND","TOT","PC_GDP","A","2008",-2.4879698810958,
"EU","GGNLEND","TOT","PC_GDP","A","2009",-6.61461197468491,
"EU","GGNLEND","TOT","PC_GDP","A","2010",-6.39989671830206,
"EU","GGNLEND","TOT","PC_GDP","A","2011",-4.55502846267848,
"EU","GGNLEND","TOT","PC_GDP","A","2012",-4.26654023305198,
"EU","GGNLEND","TOT","PC_GDP","A","2013",-3.29754132667654,
"EU","GGNLEND","TOT","PC_GDP","A","2014",-2.91059586354778,
"EU","GGNLEND","TOT","PC_GDP","A","2015",-2.33611401957749,
"EU","GGNLEND","TOT","PC_GDP","A","2016",-1.62180645568518,"E"
"EU","GGNLEND","TOT","PC_GDP","A","2017",-0.956436736138242,"E"
"NZL","GGNLEND","TOT","PC_GDP","A","2000",1.68655532980658,
"NZL","GGNLEND","TOT","PC_GDP","A","2001",1.3735065761594,
"NZL","GGNLEND","TOT","PC_GDP","A","2002",3.31678723455811,
"NZL","GGNLEND","TOT","PC_GDP","A","2003",3.44060684812022,
"NZL","GGNLEND","TOT","PC_GDP","A","2004",3.88766240765248,
"NZL","GGNLEND","TOT","PC_GDP","A","2005",4.53041461047658,
"NZL","GGNLEND","TOT","PC_GDP","A","2006",5.08438008505587,
"NZL","GGNLEND","TOT","PC_GDP","A","2007",4.24016945845,
"NZL","GGNLEND","TOT","PC_GDP","A","2008",0.462647187248161,
"NZL","GGNLEND","TOT","PC_GDP","A","2009",-2.81517878673276,
"NZL","GGNLEND","TOT","PC_GDP","A","2010",-7.1627400313267,
"NZL","GGNLEND","TOT","PC_GDP","A","2011",-4.05434916707017,
"NZL","GGNLEND","TOT","PC_GDP","A","2012",-2.18484938524122,
"NZL","GGNLEND","TOT","PC_GDP","A","2013",-0.368497705758022,
"NZL","GGNLEND","TOT","PC_GDP","A","2014",0.184309623655914,
"NZL","GGNLEND","TOT","PC_GDP","A","2015",0.209367265279051,
"NZL","GGNLEND","TOT","PC_GDP","A","2016",1.18477679229462,"E"
"BRA","GGNLEND","TOT","PC_GDP","A","2010",-2.95999816770964,
"BRA","GGNLEND","TOT","PC_GDP","A","2011",-2.53894655448268,
"BRA","GGNLEND","TOT","PC_GDP","A","2012",-2.317914080868,
"BRA","GGNLEND","TOT","PC_GDP","A","2013",-3.30893861695669,
"BRA","GGNLEND","TOT","PC_GDP","A","2014",-5.87713725998464,
"LVA","GGNLEND","TOT","PC_GDP","A","2000",-2.73083488776965,
"LVA","GGNLEND","TOT","PC_GDP","A","2001",-1.94822707850655,
"LVA","GGNLEND","TOT","PC_GDP","A","2002",-2.28211097945112,
"LVA","GGNLEND","TOT","PC_GDP","A","2003",-1.45519814342636,
"LVA","GGNLEND","TOT","PC_GDP","A","2004",-0.919019485674917,
"LVA","GGNLEND","TOT","PC_GDP","A","2005",-0.364265315175912,
"LVA","GGNLEND","TOT","PC_GDP","A","2006",-0.487783342801117,
"LVA","GGNLEND","TOT","PC_GDP","A","2007",-0.512659053445127,
"LVA","GGNLEND","TOT","PC_GDP","A","2008",-4.20426315133504,
"LVA","GGNLEND","TOT","PC_GDP","A","2009",-9.126877072235,
"LVA","GGNLEND","TOT","PC_GDP","A","2010",-8.68586428909858,
"LVA","GGNLEND","TOT","PC_GDP","A","2011",-4.30670488609899,
"LVA","GGNLEND","TOT","PC_GDP","A","2012",-1.20563221144411,
"LVA","GGNLEND","TOT","PC_GDP","A","2013",-1.15914677528729,
"LVA","GGNLEND","TOT","PC_GDP","A","2014",-1.48885415008779,
"LVA","GGNLEND","TOT","PC_GDP","A","2015",-1.36013812973873,
"LVA","GGNLEND","TOT","PC_GDP","A","2016",0.062666452750197,
"LVA","GGNLEND","TOT","PC_GDP","A","2017",-0.488185417669602,
"COL","GGNLEND","TOT","PC_GDP","A","2000",-5.25389510432502,
"COL","GGNLEND","TOT","PC_GDP","A","2001",-4.77615773231024,
"COL","GGNLEND","TOT","PC_GDP","A","2002",-4.08848742270395,
"COL","GGNLEND","TOT","PC_GDP","A","2003",-3.04430042776625,
"COL","GGNLEND","TOT","PC_GDP","A","2004",-3.48028671505904,
"COL","GGNLEND","TOT","PC_GDP","A","2005",-3.33200061148414,
"COL","GGNLEND","TOT","PC_GDP","A","2006",-1.9080589114817,
"COL","GGNLEND","TOT","PC_GDP","A","2007",-1.58001447554005,
"COL","GGNLEND","TOT","PC_GDP","A","2008",-1.86591180348562,
"COL","GGNLEND","TOT","PC_GDP","A","2009",-1.01219268122073,
"COL","GGNLEND","TOT","PC_GDP","A","2010",-2.18232267251947,
"COL","GGNLEND","TOT","PC_GDP","A","2011",-0.974037496733312,
"COL","GGNLEND","TOT","PC_GDP","A","2012",-0.620257738166928,
"COL","GGNLEND","TOT","PC_GDP","A","2013",-2.35961587452164,
"COL","GGNLEND","TOT","PC_GDP","A","2014",-3.17423206725975,
"COL","GGNLEND","TOT","PC_GDP","A","2015",-3.20838421042096,
"CRI","GGNLEND","TOT","PC_GDP","A","2000",-0.936385613185136,
"CRI","GGNLEND","TOT","PC_GDP","A","2001",-1.49285239654021,
"CRI","GGNLEND","TOT","PC_GDP","A","2002",-2.24819501701834,
"CRI","GGNLEND","TOT","PC_GDP","A","2003",-1.18243235918004,
"CRI","GGNLEND","TOT","PC_GDP","A","2004",-1.38692452786579,
"CRI","GGNLEND","TOT","PC_GDP","A","2005",-2.27250962252127,
"CRI","GGNLEND","TOT","PC_GDP","A","2006",0.149106884485816,
"CRI","GGNLEND","TOT","PC_GDP","A","2007",1.22430048544164,
"CRI","GGNLEND","TOT","PC_GDP","A","2008",-1.50078688660338,
"CRI","GGNLEND","TOT","PC_GDP","A","2009",-2.85026642815518,
"CRI","GGNLEND","TOT","PC_GDP","A","2010",-5.92228178915563,
"CRI","GGNLEND","TOT","PC_GDP","A","2011",-4.80945119340357,
"CRI","GGNLEND","TOT","PC_GDP","A","2012",-1.75951168072477,
"CRI","GGNLEND","TOT","PC_GDP","A","2013",-2.67755544221401,
"CRI","GGNLEND","TOT","PC_GDP","A","2014",-1.45036526602179,
"CRI","GGNLEND","TOT","PC_GDP","A","2015",-2.51084676970465,
"CRI","GGNLEND","TOT","PC_GDP","A","2016",-2.985344529286,
"LTU","GGNLEND","TOT","PC_GDP","A","2000",-3.18471655770402,
"LTU","GGNLEND","TOT","PC_GDP","A","2001",-3.52677090231328,
"LTU","GGNLEND","TOT","PC_GDP","A","2002",-1.85501851052944,
"LTU","GGNLEND","TOT","PC_GDP","A","2003",-1.26422743774751,
"LTU","GGNLEND","TOT","PC_GDP","A","2004",-1.39220756283308,
"LTU","GGNLEND","TOT","PC_GDP","A","2005",-0.343064781613356,
"LTU","GGNLEND","TOT","PC_GDP","A","2006",-0.272093340697592,
"LTU","GGNLEND","TOT","PC_GDP","A","2007",-0.815325603088308,
"LTU","GGNLEND","TOT","PC_GDP","A","2008",-3.08303240320136,
"LTU","GGNLEND","TOT","PC_GDP","A","2009",-9.10564525676498,
"LTU","GGNLEND","TOT","PC_GDP","A","2010",-6.9007240808504,
"LTU","GGNLEND","TOT","PC_GDP","A","2011",-8.93974538537902,
"LTU","GGNLEND","TOT","PC_GDP","A","2012",-3.14549527694675,
"LTU","GGNLEND","TOT","PC_GDP","A","2013",-2.60992031490391,
"LTU","GGNLEND","TOT","PC_GDP","A","2014",-0.617362370060254,
"LTU","GGNLEND","TOT","PC_GDP","A","2015",-0.244772372127541,
"LTU","GGNLEND","TOT","PC_GDP","A","2016",0.26636791025982,
"LTU","GGNLEND","TOT","PC_GDP","A","2017",0.52846557456769,
"IDN","GGNLEND","TOT","PC_GDP","A","2010",-0.339626151567486,
"IDN","GGNLEND","TOT","PC_GDP","A","2011",-1.03515876885887,
"IDN","GGNLEND","TOT","PC_GDP","A","2012",-1.3433653733946,
"IDN","GGNLEND","TOT","PC_GDP","A","2013",-2.07386083219657,
"IDN","GGNLEND","TOT","PC_GDP","A","2014",-1.85832158503038,
"IDN","GGNLEND","TOT","PC_GDP","A","2015",-2.7738280206433,
"IDN","GGNLEND","TOT","PC_GDP","A","2016",-2.40408423585306,
